area_id,iid_effect_pp
W02000001,0.0015580926710615005
W02000002,-0.001959504738626566
W02000003,-0.002289144994372782
W02000004,0.0017748154374768654
W02000005,3.2688836026549523e-4
W02000006,-0.0032444376473451924
W02000007,0.002762996389504408
W02000008,0.001296919608376333
W02000009,-3.986047544800169e-4
W02000010,-7.651162242172367e-4
W02000011,-0.004463054802797679
W02000012,3.478391373425816e-4
W02000013,7.96556273620664e-4
W02000014,-7.442103254623793e-4
W02000015,-0.001072524253352864
W02000016,-0.0014260410583239202
W02000017,-0.0011511495521381338
W02000018,0.0012949352056786485
W02000019,5.328696782772803e-4
W02000020,-5.649089920626967e-4
W02000021,-0.0043200465789576216
W02000022,0.0022446534319271946
W02000023,3.0111861399207963e-4
W02000024,-0.0031234113254731445
W02000025,-0.002675407870115558
W02000026,-0.0021291205739299266
W02000027,-0.0014514597453866534
W02000028,1.9095862010507734e-4
W02000029,-4.3901615658841484e-4
W02000030,9.701784538323762e-4
W02000031,1.1557466182744918e-4
W02000032,4.718669480215e-4
W02000033,-7.326642841999738e-4
W02000034,2.3947666391174047e-4
W02000035,8.651003470659371e-4
W02000036,0.0013276892412676796
W02000037,0.003148636378967117
W02000038,-0.0014679300408508777
W02000039,0.002240430681576464
W02000040,-8.783640504059067e-4
W02000041,4.193264419043274e-4
W02000042,1.15400129325721e-4
W02000043,-2.074561212841353e-4
W02000044,9.467344850272526e-4
W02000045,-0.004581016832030819
W02000047,-0.0012531179791122184
W02000049,0.004087199865968598
W02000050,0.002627149628327876
W02000051,-0.001066005371421672
W02000052,-2.6083266336255023e-4
W02000053,7.447536658089171e-4
W02000054,9.364931081517178e-4
W02000055,0.0043392220248251925
W02000056,0.0019279737943548282
W02000057,3.36337087703524e-4
W02000058,0.0015946568354541376
W02000059,0.002797780183109373
W02000060,-6.755861578261063e-4
W02000061,-0.001606241104188621
W02000062,8.63003593421891e-4
W02000063,6.137399730375973e-4
W02000064,0.00191149859235135
W02000065,-0.002588298751048725
W02000066,0.0041179532925314875
W02000067,0.002737649666240867
W02000068,0.0018793663725377462
W02000069,5.187960519246061e-5
W02000070,0.004890000152071899
W02000071,0.0022324048021416017
W02000072,-3.312030716184204e-5
W02000073,0.0013129231685532453
W02000074,-0.0010651774187328963
W02000075,-0.002345550632115493
W02000076,-0.0013242074909222607
W02000077,-2.7913849823746995e-4
W02000080,0.0015073059105773312
W02000081,-0.0014624538964401004
W02000082,0.003286627083224836
W02000083,0.002160380136876396
W02000085,0.001979856693477612
W02000087,0.004244535438830377
W02000088,3.171701121788377e-4
W02000089,3.032093270301471e-4
W02000090,-0.0011415299461786676
W02000091,0.003238477670405905
W02000092,-5.868677813918741e-4
W02000093,-0.0017348174609854708
W02000094,0.0012656889389397164
W02000095,2.75899894999231e-5
W02000096,4.714589049681842e-4
W02000097,-0.0019456677260078152
W02000098,1.8760610776342825e-4
W02000099,-9.210177353598644e-4
W02000100,9.131351027845838e-4
W02000101,-0.0024824361600021046
W02000102,0.0018919952986776842
W02000103,-6.687692186799855e-4
W02000104,0.0013103195630717159
W02000105,-0.0031742684845154482
W02000106,0.0026346690089685634
W02000107,4.742088970878012e-4
W02000108,-5.588093415944457e-4
W02000109,0.00403588189786886
W02000110,0.0013799969471746064
W02000111,6.108031120868726e-4
W02000113,-0.0014423768410837345
W02000114,0.0013296672833354177
W02000116,-0.0031619578802448752
W02000117,-0.002465548265722288
W02000118,0.0023317630120238786
W02000120,-0.003880790495233921
W02000122,0.0011181372806223012
W02000123,0.0014905912908509916
W02000124,-1.4550862303579218e-4
W02000125,0.004890363383425082
W02000126,0.0017662358921240226
W02000127,-0.0014871529825601448
W02000128,0.0012423357012492958
W02000129,-6.853903791672769e-4
W02000130,-1.4513109228998097e-4
W02000131,-2.010959783511074e-4
