area_id,time_id,msoa_name,inla,summer,diff
W02000001,2025,Isle of Anglesey 001,0.030340412465228273,0.031000882007588666,-6.60469542360393e-4
W02000002,2025,Isle of Anglesey 002,0.023085493671377095,0.023391568953786135,-3.0607528240904e-4
W02000003,2025,Isle of Anglesey 003,0.038480508590832595,0.03621919214323208,0.0022613164476005115
W02000004,2025,Isle of Anglesey 004,0.029050466843201502,0.0286500945541779,4.003722890236032e-4
W02000005,2025,Isle of Anglesey 005,0.02138423291692161,0.02334587314425115,-0.0019616402273295377
W02000006,2025,Isle of Anglesey 006,0.03300224915492405,0.03301377671042851,-1.1527555504459164e-5
W02000007,2025,Isle of Anglesey 007,0.03719922533977181,0.03714490281703348,5.432252273832733e-5
W02000008,2025,Isle of Anglesey 008,0.028297900328593185,0.029130780931612057,-8.328806030188721e-4
W02000009,2025,Isle of Anglesey 009,0.03178776779096855,0.03146211859852379,3.256491924447588e-4
W02000010,2025,Gwynedd 001,0.07239845509713022,0.07148491052951242,9.135445676178022e-4
W02000011,2025,Gwynedd 002,0.042181792167679706,0.04211665989801067,6.513226966903957e-5
W02000012,2025,Gwynedd 003,0.036827785156061624,0.037809586447226866,-9.818012911652421e-4
W02000013,2025,Gwynedd 004,0.03669410789024866,0.03689629835433909,-2.0219046409042374e-4
W02000014,2025,Gwynedd 005,0.03676577350621105,0.03844033411383988,-0.0016745606076288347
W02000015,2025,Gwynedd 006,0.03302641177777417,0.03425511562558879,-0.0012287038478146217
W02000016,2025,Gwynedd 007,0.0304851819583203,0.030892564493810615,-4.073825354903131e-4
W02000017,2025,Gwynedd 008,0.03285223001754031,0.03322654906878021,-3.7431905123989917e-4
W02000018,2025,Gwynedd 009,0.025295159251012868,0.025386826987864132,-9.166773685126417e-5
W02000019,2025,Gwynedd 010,0.021573453754009063,0.020989593308095415,5.838604459136483e-4
W02000020,2025,Gwynedd 011,0.025431004266267113,0.02553147857334585,-1.0047430707873714e-4
W02000021,2025,Gwynedd 012,0.027949026259860905,0.02798600390508567,-3.6977645224763045e-5
W02000022,2025,Gwynedd 013,0.020428986626113303,0.021525237269899737,-0.0010962506437864339
W02000023,2025,Gwynedd 014,0.02676228055722058,0.0262000192690318,5.622612881887833e-4
W02000024,2025,Gwynedd 015,0.0292471766874244,0.029509516240215732,-2.6233955279133386e-4
W02000025,2025,Gwynedd 016,0.02204800254468979,0.023423065810086335,-0.0013750632653965443
W02000026,2025,Gwynedd 017,0.015722157151629775,0.015762120222262806,-3.996307063303117e-5
W02000027,2025,Conwy 001,0.01576819193781924,0.015572938318862268,1.9525361895697188e-4
W02000028,2025,Conwy 002,0.022910404607373026,0.022099860903013226,8.105437043598e-4
W02000029,2025,Conwy 003,0.02119717462938911,0.02192999747880518,-7.328228494160698e-4
W02000030,2025,Conwy 004,0.01739506931505825,0.017137534666144167,2.575346489140824e-4
W02000031,2025,Conwy 005,0.028138521614125115,0.028001667106321976,1.3685450780313857e-4
W02000032,2025,Conwy 006,0.02436757156521753,0.025151287416203587,-7.837158509860567e-4
W02000033,2025,Conwy 007,0.03210621756846409,0.03244306530874857,-3.368477402844808e-4
W02000034,2025,Conwy 008,0.03014195023177598,0.03006051230922283,8.14379225531521e-5
W02000035,2025,Conwy 009,0.03396844398900565,0.03391804594825636,5.0398040749286e-5
W02000036,2025,Conwy 010,0.019544178298089177,0.0195004587522817,4.3719545807476695e-5
W02000037,2025,Conwy 011,0.03496744157396727,0.03487839611517349,8.904545879378362e-5
W02000038,2025,Conwy 012,0.026895896877161506,0.02727469398955858,-3.7879711239707445e-4
W02000039,2025,Conwy 013,0.028606371037228767,0.02940008103225521,-7.937099950264433e-4
W02000040,2025,Conwy 014,0.03126767661619348,0.0323546412304187,-0.001086964614225222
W02000041,2025,Conwy 015,0.029061645542175066,0.02913433320913477,-7.268766695970458e-5
W02000042,2025,Denbighshire 001,0.023298059257265386,0.023744550603508056,-4.464913462426702e-4
W02000043,2025,Denbighshire 002,0.024959409177233802,0.02539284374917737,-4.334345719435688e-4
W02000044,2025,Denbighshire 003,0.028028372671006354,0.028797250332027645,-7.688776610212909e-4
W02000045,2025,Denbighshire 004,0.025397434013708774,0.025336589318609132,6.084469509964191e-5
W02000047,2025,Denbighshire 006,0.0417972446484245,0.04088252437431487,9.147202741096316e-4
W02000049,2025,Denbighshire 008,0.033640507101555035,0.03344614288415675,1.9436421739828236e-4
W02000050,2025,Denbighshire 009,0.0314703485919469,0.03149349899389449,-2.3150401947585886e-5
W02000051,2025,Denbighshire 010,0.02479200564660716,0.024906794249702525,-1.147886030953664e-4
W02000052,2025,Denbighshire 011,0.030944308396455303,0.03015173497621294,7.92573420242363e-4
W02000053,2025,Denbighshire 012,0.030859039849874002,0.031162465253576094,-3.034254037020921e-4
W02000054,2025,Denbighshire 013,0.03046055768256668,0.031190526679253386,-7.299689966867064e-4
W02000055,2025,Denbighshire 014,0.03155177193097904,0.032232274572777594,-6.805026417985513e-4
W02000056,2025,Denbighshire 015,0.03314791047518768,0.03352835098238093,-3.804405071932554e-4
W02000057,2025,Denbighshire 016,0.023432361246605957,0.023926634394097736,-4.942731474917791e-4
W02000058,2025,Flintshire 001,0.029564245456590456,0.029012522612156776,5.517228444336802e-4
W02000059,2025,Flintshire 002,0.03332147905520578,0.03388278863593683,-5.613095807310495e-4
W02000060,2025,Flintshire 003,0.0365388802681514,0.036089414707318614,4.4946556083278605e-4
W02000061,2025,Flintshire 004,0.03664360944320502,0.03645305161792792,1.9055782527710452e-4
W02000062,2025,Flintshire 005,0.03723578397117893,0.03825747625544687,-0.0010216922842679402
W02000063,2025,Flintshire 006,0.029291045311715967,0.030054227880985974,-7.631825692700073e-4
W02000064,2025,Flintshire 007,0.039124077969722726,0.03925262920938615,-1.2855123966342558e-4
W02000065,2025,Flintshire 008,0.04238378544643664,0.04266814050178474,-2.843550553481011e-4
W02000066,2025,Flintshire 009,0.03539492379877691,0.035589855730979246,-1.949319322023385e-4
W02000067,2025,Flintshire 010,0.039309689331511,0.03964940334783001,-3.3971401631900655e-4
W02000068,2025,Flintshire 011,0.0345041861279217,0.035134615609068644,-6.304294811469435e-4
W02000069,2025,Flintshire 012,0.03434561442284589,0.03502317902849997,-6.77564605654081e-4
W02000070,2025,Flintshire 013,0.037725123088863916,0.03859473768072519,-8.69614591861273e-4
W02000071,2025,Flintshire 014,0.03166139797264119,0.03226503541088617,-6.036374382449791e-4
W02000072,2025,Flintshire 015,0.04352960062455565,0.04443941957196702,-9.098189474113713e-4
W02000073,2025,Flintshire 016,0.032240219112385865,0.033174122677288594,-9.339035649027286e-4
W02000074,2025,Flintshire 017,0.03876462410581767,0.03893143142384556,-1.6680731802788673e-4
W02000075,2025,Flintshire 018,0.040090155072138,0.040032764140232886,5.739093190511302e-5
W02000076,2025,Flintshire 019,0.031994730831253405,0.0318019439722357,1.9278685901770454e-4
W02000077,2025,Flintshire 020,0.032995345273131124,0.03361768868119558,-6.223434080644547e-4
W02000080,2025,Wrexham 003,0.04049808677411236,0.04191632893039843,-0.0014182421562860675
W02000081,2025,Wrexham 004,0.03921773315298027,0.04045689778091415,-0.0012391646279338794
W02000082,2025,Wrexham 005,0.04338124658088294,0.04402883024633743,-6.475836654544903e-4
W02000083,2025,Wrexham 006,0.0406209899598288,0.040862184918785044,-2.4119495895624093e-4
W02000085,2025,Wrexham 008,0.034307324021667744,0.035202967514187396,-8.956434925196516e-4
W02000087,2025,Wrexham 010,0.041879018036543494,0.04343107903719641,-0.0015520610006529156
W02000088,2025,Wrexham 011,0.04128625197838029,0.04153922969260834,-2.5297771422805315e-4
W02000089,2025,Wrexham 012,0.043037024223581494,0.04496742102046857,-0.001930396796887078
W02000090,2025,Wrexham 013,0.03659522471280967,0.0361837616324188,4.114630803908684e-4
W02000091,2025,Wrexham 014,0.0367338266548298,0.037691721102261135,-9.578944474313358e-4
W02000092,2025,Wrexham 015,0.03502293878976747,0.03563294655885762,-6.100077690901484e-4
W02000093,2025,Wrexham 016,0.03623925763290016,0.03700537839197601,-7.661207590758529e-4
W02000094,2025,Wrexham 017,0.03394096641343021,0.034208019657602326,-2.670532441721163e-4
W02000095,2025,Wrexham 018,0.030648329362523638,0.030678726816965096,-3.0397454441458138e-5
W02000096,2025,Wrexham 019,0.030914436736841317,0.031618064119949205,-7.036273831078875e-4
W02000097,2025,Powys 001,0.0287591952217024,0.02780146395290163,9.577312688007697e-4
W02000098,2025,Powys 002,0.03036171069626998,0.03042713833191017,-6.542763564018964e-5
W02000099,2025,Powys 003,0.02837321577535186,0.02860248312349958,-2.2926734814772073e-4
W02000100,2025,Powys 004,0.02778435903275276,0.027573148410664296,2.1121062208846395e-4
W02000101,2025,Powys 005,0.03038229318057747,0.03069139644031672,-3.09103259739249e-4
W02000102,2025,Powys 006,0.030680661266098308,0.03134054778899587,-6.598865228975639e-4
W02000103,2025,Powys 007,0.030517470890102653,0.03144795640981278,-9.304855197101274e-4
W02000104,2025,Powys 008,0.0277390655400196,0.027539872217301132,1.9919332271846682e-4
W02000105,2025,Powys 009,0.041658343166006945,0.041439793712246965,2.1854945375997942e-4
W02000106,2025,Powys 010,0.02724375448715922,0.027672815746399092,-4.2906125923987057e-4
W02000107,2025,Powys 011,0.02652888026465594,0.025683278422709472,8.456018419464688e-4
W02000108,2025,Powys 012,0.024708175555682187,0.026041381364009793,-0.0013332058083276067
W02000109,2025,Powys 013,0.02457955067072904,0.024246154179504355,3.333964912246856e-4
W02000110,2025,Powys 014,0.028892176690636314,0.028759611624965008,1.3256506567130635e-4
W02000111,2025,Powys 015,0.02730964230119736,0.02701960454050275,2.900377606946114e-4
W02000113,2025,Powys 017,0.03431912046184116,0.03398826409047206,3.3085637136909957e-4
W02000114,2025,Powys 018,0.024657142371371468,0.025814890025960092,-0.0011577476545886235
