area_id,time_id,msoa_name,inla,summer,diff
W02000001,2025,Isle of Anglesey 001,0.034528965735153655,0.034293155064766996,2.3581067038665887e-4
W02000002,2025,Isle of Anglesey 002,0.030457303904088212,0.030596459509172644,-1.391556050844324e-4
W02000003,2025,Isle of Anglesey 003,0.055599631359231697,0.058065766471659105,-0.002466135112427409
W02000004,2025,Isle of Anglesey 004,0.03762680905698917,0.03716142934607489,4.653797109142807e-4
W02000005,2025,Isle of Anglesey 005,0.028978465140488647,0.029317692468608342,-3.392273281196956e-4
W02000006,2025,Isle of Anglesey 006,0.037581483480001045,0.03680142769211188,7.800557878891654e-4
W02000007,2025,Isle of Anglesey 007,0.039931398374901804,0.038636419062900725,0.0012949793120010794
W02000008,2025,Isle of Anglesey 008,0.03123066834192226,0.030958082650179318,2.72585691742943e-4
W02000009,2025,Isle of Anglesey 009,0.03321817308022473,0.033102532349995786,1.1564073022894694e-4
W02000010,2025,Gwynedd 001,0.05080272507380482,0.05426885884748823,-0.0034661337736834053
W02000011,2025,Gwynedd 002,0.03521560573066033,0.03642706612978138,-0.0012114603991210532
W02000012,2025,Gwynedd 003,0.03386763580613464,0.03525678087828674,-0.001389145072152105
W02000013,2025,Gwynedd 004,0.03180368761827703,0.032076505066084636,-2.728174478076051e-4
W02000014,2025,Gwynedd 005,0.032429271809447886,0.032261503827924115,1.677679815237712e-4
W02000015,2025,Gwynedd 006,0.03518317309974384,0.03531380722263057,-1.306341228867261e-4
W02000016,2025,Gwynedd 007,0.03142660276223125,0.03161216209552681,-1.8555933329555963e-4
W02000017,2025,Gwynedd 008,0.0324954346510852,0.03292875791604241,-4.333232649572083e-4
W02000018,2025,Gwynedd 009,0.03439572699593345,0.0353402275340438,-9.445005381103488e-4
W02000019,2025,Gwynedd 010,0.02953037979051266,0.03046196905920991,-9.315892686972485e-4
W02000020,2025,Gwynedd 011,0.03123577253136234,0.03050469168688916,7.310808444731809e-4
W02000021,2025,Gwynedd 012,0.034179280004736495,0.036576439285027275,-0.0023971592802907796
W02000022,2025,Gwynedd 013,0.029354802584661915,0.02949967231988501,-1.4486973522309307e-4
W02000023,2025,Gwynedd 014,0.030625915960589556,0.03284124554475776,-0.002215329584168202
W02000024,2025,Gwynedd 015,0.03316021710669731,0.033026911266205244,1.3330584049206506e-4
W02000025,2025,Gwynedd 016,0.0330511600614007,0.034062094095598065,-0.0010109340341973652
W02000026,2025,Gwynedd 017,0.031118611304595402,0.031347739887770565,-2.29128583175163e-4
W02000027,2025,Conwy 001,0.03207860863865327,0.03353818487444066,-0.0014595762357873868
W02000028,2025,Conwy 002,0.029325283229670696,0.02980981182307613,-4.8452859340543386e-4
W02000029,2025,Conwy 003,0.025890185310058322,0.027231992085642705,-0.0013418067755843824
W02000030,2025,Conwy 004,0.02683574547499611,0.027927610358964544,-0.0010918648839684346
W02000031,2025,Conwy 005,0.0319234373875134,0.03186330255716956,6.013483034384565e-5
W02000032,2025,Conwy 006,0.02784310124839058,0.0281848279542301,-3.417267058395193e-4
W02000033,2025,Conwy 007,0.03403162937513501,0.03461517624687861,-5.835468717436051e-4
W02000034,2025,Conwy 008,0.03108648956665433,0.03134387410182979,-2.573845351754589e-4
W02000035,2025,Conwy 009,0.03224662011737029,0.03329639647831473,-0.0010497763609444363
W02000036,2025,Conwy 010,0.03089184221772781,0.031384048407367214,-4.922061896394034e-4
W02000037,2025,Conwy 011,0.03260120548102454,0.03288112267082035,-2.799171897958086e-4
W02000038,2025,Conwy 012,0.028828042124812825,0.02968548563012836,-8.574435053155353e-4
W02000039,2025,Conwy 013,0.031100689704522524,0.03221518879309157,-0.001114499088569046
W02000040,2025,Conwy 014,0.03100502953087419,0.031149384637547455,-1.4435510667326623e-4
W02000041,2025,Conwy 015,0.030480484945966856,0.03143620386384243,-9.557189178755754e-4
W02000042,2025,Denbighshire 001,0.03579569702799771,0.03435617029387079,0.0014395267341269224
W02000043,2025,Denbighshire 002,0.03840578650862264,0.03763481345351578,7.709730551068647e-4
W02000044,2025,Denbighshire 003,0.03499115312346505,0.034782796361055315,2.083567624097324e-4
W02000045,2025,Denbighshire 004,0.03906269902539096,0.03790298662626325,0.0011597123991277103
W02000047,2025,Denbighshire 006,0.041720643624066925,0.04065248563678676,0.0010681579872801675
W02000049,2025,Denbighshire 008,0.035643749142013646,0.03566567779390949,-2.1928651895840312e-5
W02000050,2025,Denbighshire 009,0.0332190788504584,0.032390415935010845,8.286629154475519e-4
W02000051,2025,Denbighshire 010,0.03371336577278897,0.03272608897443706,9.872767983519076e-4
W02000052,2025,Denbighshire 011,0.039324891066421744,0.04030740034572027,-9.825092792985282e-4
W02000053,2025,Denbighshire 012,0.03433146585937117,0.03436643664308058,-3.497078370941209e-5
W02000054,2025,Denbighshire 013,0.03440748145422851,0.03478455633492762,-3.7707488069910894e-4
W02000055,2025,Denbighshire 014,0.03942491875277017,0.03999871335337416,-5.737946006039926e-4
W02000056,2025,Denbighshire 015,0.035214847657694934,0.03440047451401001,8.143731436849252e-4
W02000057,2025,Denbighshire 016,0.033366037714975864,0.03358218676647306,-2.161490514971942e-4
