domain_id,benchmark_commute_distance,direct_estimate,direct_ci_lower,direct_ci_upper,direct_ci_width,fh_estimate,fh_ci_lower,fh_ci_upper,fh_ci_width,spatial_fh_estimate,spatial_fh_ci_lower,spatial_fh_ci_upper,spatial_fh_ci_width
W02000001,12.233856228057554,9.699559223900941,4.601025849044644,14.798092598757238,10.197066749712594,9.828394180984867,6.622639060435506,13.105372997776467,6.482733937340961,9.686713682581416,6.498975309234426,12.999097364452483,6.500122055218057
W02000002,12.717002333962265,11.21454430158621,8.559041730421487,13.870046872750933,5.311005142329446,10.913147998782234,8.774414809183568,13.148181241081158,4.3737664318975895,10.915318545225688,8.747355944291098,13.34910043002303,4.601744485731933
W02000003,9.949801455696202,10.648435017435165,5.259962641418723,16.036907393451607,10.776944752032882,9.847009364243185,5.821264022008342,13.492859921326396,7.671595899318054,9.876554498673642,4.986159407279583,13.987255595987603,9.00109618870802
W02000004,11.411980381374129,NA,NA,NA,NA,10.09959627107077,4.349526971611292,16.910395047221073,12.56086807560978,10.082931889262403,4.633173177491777,16.17312120380698,11.539948026315201
W02000005,10.20186677182646,25.326153818971456,5.644334840384751,45.00797279755816,39.36363795717341,10.314095172980394,4.45751478212552,16.328450749410393,11.870935967284874,10.73249320731676,5.565109272758131,15.232110217904182,9.66700094514605
W02000006,8.128392950420954,35.13199730396155,-9.912888712554171,80.17688332047726,90.08977203303144,9.933038166686657,3.6980874343287855,15.097827105740746,11.399739671411961,9.733613148878533,3.9810985395242486,15.02652615191526,11.045427612391011
W02000007,11.182409039645279,9.908801933204273,5.661433273871014,14.156170592537533,8.49473731866652,9.702742415239218,6.180853246104147,13.003623826661556,6.8227705805574095,9.687840138879977,5.947119298558516,13.321928323965402,7.374809025406885
W02000008,8.64557034608541,14.8734014897587,6.8338730382990995,22.9129299412183,16.079056902919202,10.934733796100657,7.205118566319845,15.319480930370982,8.114362364051138,11.029673496659951,6.073551160174367,15.92935389159501,9.855802731420642
W02000009,9.543121215860086,4.8121675428309,2.1770106221267294,7.44732446353507,5.27031384140834,5.584636692763917,3.487478164220237,7.60890285043576,4.121424686215523,5.919395201420013,3.8023682929864098,8.086250609873751,4.2838823168873414
W02000010,11.092810576251456,6.603529739166287,4.018011394533195,9.18904808379938,5.1710366892661845,6.876942096586432,4.452671197084424,9.313166100388944,4.86049490330452,6.8952976765444705,4.649315771922664,9.402547627855466,4.7532318559328015
W02000011,8.137024488976378,8.058897869215208,2.8131029270971775,13.30469281133324,10.491589884236063,8.388811794202166,4.619586492043991,11.907484744807919,7.287898252763927,8.253037048737855,4.563574134129512,11.73422397015883,7.170649836029318
W02000012,10.171267009022241,8.374074332236349,2.1390439094200104,14.609104755052687,12.470060845632677,8.84015899275009,4.7422338524732925,12.529976639024337,7.7877427865510445,8.430159132827836,4.64321096452413,12.06751361013064,7.4243026456065095
W02000013,9.367973774160733,5.3002675790893665,1.7980314084585327,8.8025037497202,7.004472341261668,6.4634035495838615,3.8305269682000596,9.459206513593498,5.628679545393439,6.2671954998886585,3.477009737136486,9.195373002028138,5.718363264891652
W02000014,9.24027012922211,26.923374612181593,10.129702797982056,43.71704642638113,33.587343628399076,11.184686219788427,6.006438847894449,16.140078964702532,10.133640116808083,9.833255781755977,5.320540191935083,14.394309834360856,9.073769642425773
W02000015,8.052978097960816,9.919678990643295,2.5245945749047687,17.31476340638182,14.790168831477054,9.384827461001649,4.741437426002864,13.76816201612962,9.026724590126756,8.483810176088149,4.321764952518318,12.749081814083445,8.427316861565126
