domain_id,benchmark_commute_distance,direct_estimate,direct_ci_lower,direct_ci_upper,direct_ci_width,fh_estimate,fh_ci_lower,fh_ci_upper,fh_ci_width,spatial_fh_estimate,spatial_fh_ci_lower,spatial_fh_ci_upper,spatial_fh_ci_width
W02000001,12.233856228057554,9.699559223900941,4.601025849044644,14.798092598757238,10.197066749712594,9.642461124643399,5.680108907262983,13.597575361115906,7.917466453852923,9.928564789463055,6.630461834202588,13.746821420415108,7.1163595862125195
W02000002,12.717002333962265,11.21454430158621,8.559041730421487,13.870046872750933,5.311005142329446,10.835159009587647,8.5841183207546,13.294396579102626,4.710278258348026,10.938584522025824,8.599752504003858,13.133940243837504,4.534187739833646
W02000003,9.949801455696202,10.648435017435165,5.259962641418723,16.036907393451607,10.776944752032882,9.892317905287703,5.8148522833997065,14.390764880093164,8.575912596693456,10.05768119256038,5.684475328621639,14.131987791808616,8.447512463186976
W02000004,11.411980381374129,NA,NA,NA,NA,9.675162901135934,3.696688590119054,15.649399571157357,11.952710981038303,10.333603462672093,4.606862015034219,15.767878215523991,11.161016200489772
W02000005,10.20186677182646,25.326153818971456,5.644334840384751,45.00797279755816,39.36363795717341,10.467324756043572,5.469894579067116,17.021142030370665,11.55124745130355,10.62369638326923,5.194848287380384,16.062921419656575,10.86807313227619
W02000006,8.128392950420954,35.13199730396155,-9.912888712554171,80.17688332047726,90.08977203303144,9.9651497021466,4.3491744940347985,14.99278078596618,10.643606291931382,9.760816214841002,4.437824307721039,15.35949472944695,10.921670421725912
W02000007,11.182409039645279,9.908801933204273,5.661433273871014,14.156170592537533,8.49473731866652,9.715696191785714,6.85537782944611,12.580766620151877,5.725388790705767,9.800077199544457,6.4054499120725525,12.81211694634525,6.406667034272698
W02000008,8.64557034608541,14.8734014897587,6.8338730382990995,22.9129299412183,16.079056902919202,11.041025346223371,6.4182477663066475,15.786565310904146,9.368317544597499,11.40025536097995,6.651984755688263,15.983998879517724,9.332014123829461
W02000009,9.543121215860086,4.8121675428309,2.1770106221267294,7.44732446353507,5.27031384140834,5.7169884890223885,3.4753326706267647,8.268514687865181,4.793182017238417,5.845317764975374,3.7882507535367314,8.145006829625036,4.356756076088304
W02000010,11.092810576251456,6.603529739166287,4.018011394533195,9.18904808379938,5.1710366892661845,6.916661538931528,4.428673548649714,9.028474233668781,4.599800685019067,6.717875019184449,4.252778722561812,9.051040731299425,4.798262008737613
W02000011,8.137024488976378,8.058897869215208,2.8131029270971775,13.30469281133324,10.491589884236063,8.487582647846061,4.345979257790432,12.305583498317022,7.959604240526589,8.195245325282043,4.48975788576797,12.242165561970346,7.752407676202376
W02000012,10.171267009022241,8.374074332236349,2.1390439094200104,14.609104755052687,12.470060845632677,8.790663088011444,4.65948186058025,12.735001689522685,8.075519828942435,8.571801125539524,4.120438342127876,12.586960062058361,8.466521719930485
W02000013,9.367973774160733,5.3002675790893665,1.7980314084585327,8.8025037497202,7.004472341261668,6.467981360460743,3.5598922799602537,9.557571284722172,5.997679004761919,6.209126576922552,3.355336584010125,9.101743144144358,5.746406560134233
W02000014,9.24027012922211,26.923374612181593,10.129702797982056,43.71704642638113,33.587343628399076,11.04073805643844,6.311868181711092,16.8263473145655,10.514479132854408,9.984119797540954,5.689031328038284,14.826325247901076,9.137293919862792
W02000015,8.052978097960816,9.919678990643295,2.5245945749047687,17.31476340638182,14.790168831477054,9.307792970865414,5.208278886296199,13.126271706847081,7.917992820550882,8.273618602660637,3.4447072704881947,13.173916305890776,9.729209035402581
W02000016,9.571522592891762,41.4647784329225,-9.889198641377213,92.81875550722222,102.70795414859944,9.481295366229482,4.016119766357969,15.015130232852652,10.999010466494683,8.832996048930227,3.5376955975940714,13.710755335694598,10.173059738100527
W02000017,10.743092305924172,7.977358245950098,3.6073000732552725,12.347416418644924,8.740116345389652,8.511115692105799,5.223072632442998,11.749742601479747,6.52666996903675,8.13300392054061,4.9286952426429345,10.952252592583925,6.02355734994099
W02000018,10.810546485078994,13.18638933688711,5.4860989576500865,20.886679716124135,15.40058075847405,10.808053671353091,6.117848728907176,15.100188171641586,8.98233944273441,9.944349443782356,6.342923054343774,14.109406576984306,7.766483522640532
W02000019,9.494834567816092,5.433258835193519,2.252949201656674,8.613568468730364,6.360619267073689,6.443433288024413,3.0987801864587627,9.210269926324974,6.111489739866212,6.41469810729261,3.918326399669759,9.202391293023556,5.284064893353797
W02000020,11.19331815295481,4.617937751514997,0.743099112357489,8.492776390672505,7.749677278315016,6.204291355365838,2.7692357062043804,8.931630817004717,6.162395110800336,6.093936390884743,3.1041125497136353,9.188140902415883,6.084028352702248
W02000021,10.104186138126774,8.59705973384213,3.6125766625616658,13.581542805122595,9.96896614256093,9.049296954309595,5.246458707907474,12.444075878454214,7.19761717054674,8.489820290700402,4.075308104409597,12.681723935459642,8.606415831050045
W02000022,10.869966849466463,7.558943632429728,1.0122577893749254,14.10562947548453,13.093371686109606,8.875751795539273,4.034254863629897,12.98077363451796,8.946518770888062,8.518541054030628,4.043127731080867,12.505916971230217,8.46278924014935
W02000023,14.881647913480885,13.04109979759831,4.596929483365596,21.485270111831024,16.88834062846543,10.804494638449471,5.431809932937255,15.490364467649817,10.058554534712563,10.135688747396784,5.110755898320565,15.026600366767878,9.915844468447315
W02000024,13.916643560863411,10.024273865116195,1.02296572824606,19.02558200198633,18.00261627374027,9.519806319856661,4.116049202172945,14.166611025053498,10.050561822880553,8.921112245851283,4.779522740845456,13.21572498349867,8.436202242653215
W02000025,11.320391165811417,6.692875189391497,3.2735015640146052,10.112248814768389,6.838747250753784,7.503989876949041,4.534930231187193,10.272446971165074,5.737516739977881,7.536283858106552,4.539814117429232,10.342484052363663,5.80266993493443
W02000026,12.966249474143503,11.202532424511459,6.902219852888404,15.502844996134513,8.60062514324611,10.360290229924068,7.048623909077412,13.38174818897011,6.333124279892699,10.288028753566646,7.263310565810982,13.92363852952661,6.660327963715628
W02000027,6.571576965616046,15.016521382029643,1.7214903919807814,28.311552372078502,26.590061980097722,9.224293537456763,4.243839234245053,14.62230628511769,10.378467050872636,10.256652051052878,4.461573635997439,16.611942382536288,12.150368746538849
W02000028,7.089796765633965,29.178464910113735,8.386717715847105,49.970212104380366,41.58349438853326,10.24423344493011,5.317119034322158,16.03160151379076,10.714482479468604,10.961030185292023,5.75743602287356,16.332150067617178,10.574714044743619
W02000029,8.068460398831489,7.217629120247801,2.6551195030359933,11.780138737459609,9.125019234423615,8.102632021527024,4.143525611945689,11.793554639999062,7.650029028053373,8.493869561309047,4.488051274395158,12.183374053979525,7.695322779584368
W02000030,7.829738309701492,6.984499803220501,2.499744080361367,11.469255526079635,8.969511445718268,7.373536487526046,3.6791573324746913,11.035198294819878,7.356040962345187,7.649783680236602,4.488803362222937,11.113899211310809,6.625095849087872
W02000031,8.30423576039783,24.38940641574401,10.64482780095122,38.1339850305368,27.48915722958558,11.66441371378618,5.984608282066143,17.02991533122634,11.045307049160199,12.210390289279259,7.4199701900006545,17.044834515809946,9.624864325809291
W02000032,9.064114935961713,14.43511971670385,2.5429390597311894,26.32730037367651,23.784361313945322,10.038783327519576,4.897566217151237,15.099880489466994,10.202314272315757,10.649686522096212,5.6591944301114365,15.922357398262738,10.263162968151303
W02000033,7.259427844019397,7.2556883582192935,2.641516259821344,11.869860456617243,9.228344196795899,7.54400295233762,4.009187881048987,10.835444199037958,6.826256317988971,7.843292709365194,4.58203127783373,11.062421393394056,6.480390115560326
W02000034,8.890724982589504,12.948011355602983,10.858798851652931,15.037223859553034,4.178425007900103,12.561885435557143,10.717168256309542,14.388014779975698,3.6708465236661567,12.348154599486687,10.522142986316556,14.166225111536535,3.6440821252199793
W02000035,9.409146735367893,8.953871613655707,4.957243281736915,12.9504999455745,7.993256663837585,8.940780998445183,5.545141035970715,12.499805587641383,6.9546645516706675,9.028953103215475,6.27418289238578,12.160051631496996,5.885868739111216
W02000036,9.476017146302816,8.211853345662737,3.7266557945835155,12.69705089674196,8.970395102158445,8.809206942990613,5.403575636969725,11.996902634343634,6.593326997373909,8.912520629257372,5.572104417595848,11.871258021722637,6.299153604126789
W02000037,7.945232117395223,16.109853306928628,5.325433808881364,26.89427280497589,21.568838996094527,10.82878691258069,6.1576282374740225,16.252539388280567,10.094911150806546,10.766081025721125,6.554167864615621,15.153746009744792,8.59957814512917
W02000038,10.217511180683312,8.79423809887986,4.193454166883634,13.395022030876088,9.201567863992455,8.934364258703754,5.820100194994989,12.209740468594472,6.389640273599483,8.838647602241013,4.727709563128794,12.457031873031195,7.7293223099024
W02000039,10.191576779214065,13.613061623023965,0.35208121790617497,26.874042028141755,26.52196081023558,10.032002630265652,4.749748579495169,14.995474639617512,10.245726060122344,8.995993682350152,3.5575796098037475,15.087097036843883,11.529517427040135
W02000040,12.073881327586205,12.076654962910844,-2.2061095811123543,26.359419506934042,28.565529088046397,10.401389741945712,5.18114085921948,15.36570364480492,10.184562785585442,9.797641151408016,4.780290335260794,14.571763213240496,9.791472877979702
W02000041,10.646747444519928,19.185861659709783,7.957544301006488,30.41417901841308,22.456634717406594,11.621024122997039,6.522850225827674,16.52394126489192,10.001091039064246,10.524398677059368,6.170532926388793,15.04249918919875,8.871966262809957
W02000042,8.980777313924051,14.069329715752758,4.659114371554686,23.47954505995083,18.820430688396144,10.216633956949947,4.818595688090262,15.473558920073646,10.654963231983384,10.437790707437058,5.708029483983356,15.193975408463574,9.485945924480218
W02000043,9.176246574193549,4.209131366908058,3.5869634407470654,4.83129929306905,1.244335852321985,4.251199816253719,3.706628032746263,4.82187340708753,1.1152453743412671,4.284995763926091,3.6018631949689777,4.90791538641162,1.3060521914426424
W02000044,8.666001985733246,22.87618511448816,8.382879381660862,37.369490847315454,28.98661146565459,10.96989701616729,5.700785131292638,16.488377940376434,10.787592809083797,10.45034542649478,4.803313884890608,15.912829946391845,11.109516061501237
W02000045,7.500795801166966,9.721000886158324,4.441075903663427,15.00092586865322,10.559849964989791,9.17138054539231,5.211393510446249,12.546201541094389,7.33480803064814,9.57494681258208,5.863275637281744,13.478667130709287,7.615391493427543
W02000047,6.7869127054263565,1,1,1,0,8.557117599149533,1.4219960955350661,14.758236048263234,13.336239952728167,9.246798870871249,3.885172221167327,15.484185450951028,11.5990132297837
W02000049,9.39996053654575,6.084269196346947,-0.15856251555113143,12.327100908245026,12.485663423796158,7.894080856811098,3.677153319000137,11.995935259311002,8.318781940310865,7.6412426897982675,3.630595230367632,11.410408147331117,7.779812916963484
W02000050,8.24784081155164,5.869230698637214,3.0910868268466434,8.647374570427784,5.556287743581141,6.372271540980853,3.697193289698136,8.966963832393386,5.26977054269525,6.965536607580297,4.598822773157069,9.542447611936254,4.943624838779185
W02000051,8.73391243696275,6.144341428917526,4.16744758712422,8.121235270710832,3.9537876835866124,6.506719365040078,4.725964265020012,8.511764012855853,3.7857997478358403,6.537850792743508,4.675810919410074,8.343141833243264,3.66733091383319
W02000052,8.498912039986092,37.36762796355122,-9.04193272390659,83.77718865100903,92.81912137491562,9.650003668877012,3.355248956883573,14.897468054644921,11.542219097761349,8.912727789750283,3.708539302067935,13.776987642980762,10.068448340912827
W02000053,9.019659736096537,15.128779424799605,6.959252331859416,23.298306517739796,16.33905418588038,11.40466648698979,6.7527981776718775,16.05842472682958,9.3056265491577,10.681592301690879,6.3934848186625155,14.588747368735428,8.195262550072911
W02000054,11.207818713103448,14.903730700040692,4.657651186727351,25.14981021335403,20.49215902662668,10.533869433533885,4.831868720527277,15.482690179510376,10.6508214589831,9.44779527331793,5.369191695706546,14.021726718215685,8.652535022509138
W02000055,9.074132238965952,34.89655129660246,-2.2848844505437427,72.07798704374866,74.3628714942924,9.922571370842011,4.148264598567824,15.662173103590566,11.513908505022743,9.435314857752887,4.483153349715582,14.88091136007253,10.397758010356947
W02000056,12.330810234182099,8.472147078949957,4.091134376172033,12.853159781727882,8.76202540555585,8.970230810306798,5.201939653893023,12.692309163454288,7.4903695095612655,8.83431193554745,5.1779012107280655,12.333078418833539,7.155177208105473
W02000057,12.188973643865031,5.869606389642689,0.9810189499559892,10.75819382932939,9.777174879373401,7.396137706347497,3.6607850760299083,11.121920009873364,7.461134933843455,7.091856326343657,3.536742800617592,10.4569827681251,6.9202399675075075
W02000058,12.247328476173543,7.975652192910148,5.85954561788428,10.091758767936014,4.2322131500517335,8.157552122865978,6.36863057721883,10.06960181628048,3.7009712390616505,8.151883142369412,6.30153191298156,10.033239032435294,3.7317071194537332
W02000059,10.466167605943152,11.254050310444864,8.642604610154581,13.865496010735146,5.222891400580565,10.936008232970456,8.71808654226798,13.04577577020233,4.32768922793435,10.651695009436986,8.182096681270252,12.804530004954248,4.622433323683996
W02000060,8.652089772579211,9.558828200483758,5.303655837273961,13.814000563693554,8.510344726419593,9.39308067721574,5.976648958181705,12.91577824725441,6.939129289072706,8.924355156180876,5.5306133530815895,11.905618146352651,6.375004793271062
W02000061,7.380370653147933,4.781295595968235,1.863444287226907,7.699146904709563,5.8357026174826565,5.798779024578391,3.194993875923812,8.41335661310795,5.218362737184139,5.203679699799096,2.824267675134598,8.091703368766794,5.267435693632196
W02000062,7.3844745791823305,5.650251397072872,4.589444553425887,6.711058240719858,2.121613687293971,5.821322693338008,4.8161717640963015,6.7643589173563585,1.948187153260057,5.733837140039494,4.798388865526393,6.62843319585188,1.830044330325487
W02000063,10.807873395504544,8.914724964990377,4.497664875320992,13.331785054659761,8.834120179338768,9.121651153530076,5.61685787556558,12.838048117993504,7.221190242427924,8.690275969684382,5.529820336449402,11.503997675126719,5.974177338677317
W02000064,6.54298229935573,3.8587730225782306,2.469507964000714,5.248038081155747,2.778530117155033,4.148330683834832,2.9409837488818695,5.641595692706959,2.7006119438250895,4.107361054524015,2.8946869046079815,5.280098745167383,2.385411840559401
W02000065,6.724777063966692,8.660951151027934,5.542555869478735,11.779346432577132,6.236790563098396,8.877453921158885,6.255761859594741,11.40078836673449,5.145026507139749,8.234356799188356,5.377042002566317,10.76034822463862,5.383306222072302
W02000066,5.7957739103591575,6.870240932686305,4.451275977095058,9.289205888277552,4.837929911182494,7.135299911221622,5.060839166945117,9.04536677630352,3.9845276093584037,6.959349758052481,4.815510642063625,8.982597347095242,4.1670867050316165
W02000067,8.300179210761279,39.41938021731181,-15.286293663449328,94.12505409807295,109.41134776152228,9.690550452791243,4.110099387052632,15.125625805580395,11.015526418527763,8.372638295460298,2.7704057507897257,13.717154222146986,10.94674847135726
W02000068,6.273430657222223,7.883716027628606,5.449039095054406,10.318392960202805,4.869353865148399,8.058906790435518,6.158460536932813,10.068836858929002,3.910376321996189,7.800364128865468,5.553690809116745,10.023725888781527,4.4700350796647825
W02000069,8.764380128595601,7.971969104535176,0.8216125658194544,15.122325643250896,14.300713077431443,8.797077299853086,4.943409910160565,13.221761176934363,8.278351266773798,7.731077074788309,3.6942887131343305,12.301391925696214,8.607103212561883
