area_id,time_id,shallow_mrp_estimate,shallow_mrp_variance,shallow_mrp_lower,shallow_mrp_upper,shallow_mrp_ci_width
W02000001,2021,0.023266495998981472,5.5518961862856093e-5,0.010805336574506625,0.03823512889586271,0.027429792321356086
W02000002,2021,0.019755566429178622,4.658126218840645e-5,0.008860142101552688,0.03683804445378233,0.027977902352229644
W02000003,2021,0.038690832096181606,3.2921916482888004e-4,0.014868519494397364,0.08075129202019685,0.06588277252579948
W02000004,2021,0.029578937435625875,1.048005636331032e-4,0.015049840720348345,0.05459510416332864,0.039545263442980295
W02000005,2021,0.018907033865588157,4.295567619346897e-5,0.009126271796969334,0.03048100831519153,0.021354736518222193
W02000006,2021,0.024484794400138506,5.512213071327317e-5,0.012438169529060388,0.04123191211227342,0.028793742583213034
W02000007,2021,0.028093697725788156,7.150444681083436e-5,0.014323014991034186,0.04766986196116634,0.033346846970132155
W02000008,2021,0.020160715547065024,6.311242527046954e-5,0.00886009946434224,0.03948807666643102,0.030627977202088777
W02000009,2021,0.022079311157284294,4.247644257430339e-5,0.010925302926465357,0.03598183573369913,0.025056532807233776
W02000010,2021,0.033151635773628646,2.998550918779866e-4,0.011532551223631768,0.06923421017583242,0.057701658952200655
W02000011,2021,0.024735877939565182,6.799247539922252e-5,0.010904680535146859,0.04236858952283695,0.031463908987690095
W02000012,2021,0.022999339002770798,4.5389776576126615e-5,0.011967820358040523,0.03716364983706473,0.025195829479024205
W02000013,2021,0.025253275537813282,6.795438432656887e-5,0.012781363670791974,0.044506789560191246,0.03172542588939927
W02000014,2021,0.02447386184105209,5.0867308174984086e-5,0.013319403529731356,0.03820852031147831,0.024889116781746955
W02000015,2021,0.022815837408664927,7.011686821974546e-5,0.009623154114456484,0.043296473445720754,0.03367331933126427
W02000016,2021,0.02223445422244193,4.4263433106906485e-5,0.010629070708707708,0.03699208718577327,0.026363016477065564
W02000017,2021,0.023497524791270163,7.327461172660424e-5,0.01025852605248076,0.044836730879842676,0.034578204827361916
W02000018,2021,0.022519264581364013,5.487522378803552e-5,0.011269641504620918,0.03954435036682956,0.02827470886220864
W02000019,2021,0.02014246723251758,3.595029856776619e-5,0.010001947925929802,0.032640617367886475,0.022638669441956673
W02000020,2021,0.02330774478678749,6.747640060816229e-5,0.011157128530018913,0.04477646280868732,0.03361933427866841
W02000021,2021,0.022615136235990787,1.0329213178876882e-4,0.00908635509392907,0.044618151127819417,0.035531796033890346
W02000022,2021,0.019753538017711576,4.1416393777365076e-5,0.009892463541560526,0.03433444579453662,0.024441982252976096
W02000023,2021,0.0210114877807588,1.010432984864458e-4,0.007120134307816273,0.04572728881910003,0.038607154511283756
W02000024,2021,0.02488385870150024,5.0436236132220795e-5,0.013572327907618247,0.042769014242495254,0.029196686334877008
W02000025,2021,0.022069875932239687,4.967610072423779e-5,0.01112315262107082,0.03921161645880578,0.028088463837734962
W02000026,2021,0.022731617706258953,4.752458085469361e-5,0.011120877265345622,0.03977785419948538,0.02865697693413976
W02000027,2021,0.016325045852188837,5.977611110222184e-5,0.004721953972196229,0.0339189922291023,0.029197038256906074
W02000028,2021,0.01749874725760409,5.3123140012537005e-5,0.005738728472921137,0.03410495152276395,0.028366223049842813
W02000029,2021,0.018529441117826038,4.3353457201682265e-5,0.0072038222602439075,0.03196573876966727,0.02476191650942336
W02000030,2021,0.01942552631379036,4.500601225114728e-5,0.00805000168555868,0.03457667853490157,0.026526676849342887
W02000031,2021,0.021090139606707903,5.42560260250916e-5,0.009175681932655954,0.0379769224123072,0.028801240479651245
W02000032,2021,0.018907044078443118,5.144201300824953e-5,0.006844669355407958,0.03342534688591981,0.026580677530511854
W02000033,2021,0.02316958502717459,6.000584167490267e-5,0.010082267410311894,0.04043788032427102,0.030355612913959128
W02000034,2021,0.0241979247641649,6.282992961696353e-5,0.011256918411672489,0.04008606340252104,0.028829144990848554
W02000035,2021,0.022338467488344265,4.468925984870107e-5,0.009934570225054775,0.036075474199991325,0.026140903974936548
W02000036,2021,0.02070660359040581,4.2958134517289225e-5,0.010765716990032911,0.03593863896873334,0.025172921978700427
W02000037,2021,0.021520964742920246,4.742648075667245e-5,0.008926226082358463,0.03532058916544402,0.026394363083085556
W02000038,2021,0.020686439330961863,4.486120254683336e-5,0.009721965746781502,0.034576952478227625,0.02485498673144612
W02000039,2021,0.02000549895131197,5.2248729331752054e-5,0.008375495132837165,0.03606222984430575,0.027686734711468586
W02000040,2021,0.022611487545799787,3.962990580943214e-5,0.011385757251995983,0.03665582092611447,0.025270063674118486
W02000041,2021,0.022916692494629427,3.73060811646721e-5,0.012070175602350526,0.03549418304487031,0.02342400744251978
W02000042,2021,0.026326381909145605,8.902176552197879e-5,0.012174440768350989,0.04573099810174928,0.03355655733339829
W02000043,2021,0.02767639835936334,1.0183648239627381e-4,0.011749268443564484,0.051106257047031714,0.03935698860346723
W02000044,2021,0.028420575802918367,1.3351041089379036e-4,0.013727372041957845,0.05740503989758267,0.043677667855624824
W02000045,2021,0.023789509808811938,7.389787520327079e-5,0.010716258773169653,0.04488650197533174,0.03417024320216209
W02000047,2021,0.024884295586407673,1.0145408883622417e-4,0.009066432602137083,0.04597066601990457,0.03690423341776749
W02000049,2021,0.02679179865840568,7.011256944976457e-5,0.013696780973787546,0.04643889683093614,0.03274211585714859
W02000050,2021,0.022569589319404608,5.070883365288385e-5,0.011081202699259548,0.03855916697570365,0.0274779642764441
W02000051,2021,0.023532400919468115,4.766508951852185e-5,0.012264496653522278,0.03889617715805192,0.026631680504529645
W02000052,2021,0.025417363943470217,7.856937356330643e-5,0.012463965472159713,0.04534280150814358,0.03287883603598386
W02000053,2021,0.025646692024031963,5.2362712712627886e-5,0.014084462015784102,0.042635906331153245,0.028551444315369143
W02000054,2021,0.02632674953669482,4.934481811753804e-5,0.013903175319232745,0.04285480325026107,0.028951627931028328
W02000055,2021,0.03144188068767072,1.1773631340431759e-4,0.016594353837552523,0.0559769352315488,0.03938258139399628
W02000056,2021,0.025721418642729393,4.791866581668729e-5,0.014782727910892465,0.04200454100937642,0.027221813098483958
W02000057,2021,0.02288959323712056,3.4672297455918176e-5,0.013059776609718635,0.035512913886603145,0.02245313727688451
W02000058,2021,0.026391158853718233,8.138811304532716e-5,0.01291622654107052,0.046969440824590064,0.034053214283519546
W02000059,2021,0.0258868378863307,7.057592005412113e-5,0.011315399034285252,0.04600889957318127,0.03469350053889602
W02000060,2021,0.024171209787295454,5.870482402144873e-5,0.01155450806460332,0.040363551135844805,0.028809043071241484
W02000061,2021,0.027334862666847762,9.769474039302753e-5,0.012361832021385267,0.05199360800354132,0.03963177598215605
W02000062,2021,0.025718374294701255,6.301545722235959e-5,0.012979994576116306,0.045599533127165165,0.03261953855104886
W02000063,2021,0.023567383563073585,5.172458202400019e-5,0.012131424891683675,0.040291054632355536,0.028159629740671863
W02000064,2021,0.025277678773030453,9.206834427349806e-5,0.011364244796844404,0.0483233324067369,0.03695908760989249
W02000065,2021,0.027440061704865792,7.393548559360394e-5,0.01423392000837757,0.051396824897699214,0.03716290488932164
W02000066,2021,0.024191171100485846,7.909885852542387e-5,0.011958499932713867,0.04345717925403507,0.0314986793213212
W02000067,2021,0.024936723135639677,6.199145224894262e-5,0.011699337035121755,0.044042522307099055,0.0323431852719773
W02000068,2021,0.02745969343653392,9.171167928321703e-5,0.01409108790246812,0.052676424085863933,0.03858533618339581
W02000069,2021,0.024653509847106885,5.7534244572239477e-5,0.01334206822549118,0.04228217022645655,0.02894010200096537
W02000070,2021,0.028050893851393033,8.478184133007752e-5,0.013620932902957739,0.05160807494485622,0.03798714204189848
W02000071,2021,0.026372171630143378,6.031674158692864e-5,0.014340915301353101,0.043051455641058986,0.028710540339705885
