area_id,time_id,msoa_name,inla,direct_estimate,variance,adj_variance,n,summer,diff
W02000001,2025,Isle of Anglesey 001,0.03382322737808816,0,0,0.07479202193890655,22,0.03394313485462312,-1.1990747653495976e-4
W02000002,2025,Isle of Anglesey 002,0.029565887146807038,0,0,0.07479202193890655,26,0.029705417457931805,-1.3953031112476713e-4
W02000003,2025,Isle of Anglesey 003,0.05640278241267811,0.1576977619503072,0.014828888034497414,0.014828888034497414,24,0.05415011927165828,0.0022526631410198297
W02000004,2025,Isle of Anglesey 004,0.037598833709355926,0.03565226194151003,0.0012799981057346975,0.0012799981057346975,24,0.036423482211589454,0.001175351497766472
W02000005,2025,Isle of Anglesey 005,0.029301362820896595,0,0,0.07479202193890655,20,0.030035024277214353,-7.336614563177579e-4
W02000006,2025,Isle of Anglesey 006,0.03678693414789657,0.01865654196428784,3.559421509882273e-4,3.559421509882273e-4,28,0.03670699985269529,7.993429520127687e-5
W02000007,2025,Isle of Anglesey 007,0.03872614675445931,0.10934196997178637,0.006200308799752165,0.006200308799752165,25,0.03837508574555585,3.5106100890346104e-4
W02000008,2025,Isle of Anglesey 008,0.03214373287123103,0,0,0.07479202193890655,18,0.03128785610895196,8.558767622790717e-4
W02000009,2025,Isle of Anglesey 009,0.032437772450042465,0.04679943133444532,0.002108172756307532,0.002108172756307532,27,0.03398629267261602,-0.0015485202225735545
W02000010,2025,Gwynedd 001,0.05239403341325852,0,0,0.07479202193890655,14,0.052460894288337834,-6.686087507931648e-5
W02000011,2025,Gwynedd 002,0.0350006129852404,0,0,0.07479202193890655,17,0.03571003636228365,-7.094233770432515e-4
W02000012,2025,Gwynedd 003,0.034411573948945604,0.09898799288222276,0.008692141739675599,0.008692141739675599,15,0.034465561506785855,-5.3987557840251554e-5
W02000013,2025,Gwynedd 004,0.03242727339905524,0,0,0.07479202193890655,8,0.0325703436055845,-1.4307020652926106e-4
W02000014,2025,Gwynedd 005,0.03246714038650236,0,0,0.07479202193890655,17,0.03233950914351234,1.2763124299002004e-4
W02000015,2025,Gwynedd 006,0.035129545659661046,0,0,0.07479202193890655,8,0.035980500352688766,-8.509546930277195e-4
W02000016,2025,Gwynedd 007,0.03203710860575145,0,0,0.07479202193890655,15,0.03169813934697337,3.3896925877808376e-4
W02000017,2025,Gwynedd 008,0.03381402727634298,0.12546370357599285,0.01319176345691421,0.01319176345691421,18,0.032877177885923654,9.368493904193254e-4
W02000018,2025,Gwynedd 009,0.03449347775031146,0.011321691227063543,1.336310862612681e-4,1.336310862612681e-4,25,0.03474927312587761,-2.5579537556615073e-4
W02000019,2025,Gwynedd 010,0.03069246515416928,0,0,0.07479202193890655,21,0.029633512678796527,0.0010589524753727535
W02000020,2025,Gwynedd 011,0.03130896855406867,0.04945886707352073,0.002439268907721697,0.002439268907721697,19,0.03171575372742345,-4.0678517335477477e-4
W02000021,2025,Gwynedd 012,0.035049949758559205,0.09203686089221455,0.00778271172557986,0.00778271172557986,16,0.03642654465019452,-0.001376594891635316
W02000022,2025,Gwynedd 013,0.02953427276135665,0,0,0.07479202193890655,21,0.02927558600420809,2.5868675714856015e-4
W02000023,2025,Gwynedd 014,0.033094344894717694,0,0,0.07479202193890655,10,0.032784873996880605,3.094708978370886e-4
W02000024,2025,Gwynedd 015,0.0333556979517507,0,0,0.07479202193890655,10,0.033084508979680224,2.7118897207047826e-4
W02000025,2025,Gwynedd 016,0.03268894357459603,0,0,0.07479202193890655,13,0.03311265624048032,-4.2371266588429185e-4
W02000026,2025,Gwynedd 017,0.030703884815226307,0,0,0.07479202193890655,14,0.030809129905219973,-1.0524508999366564e-4
W02000027,2025,Conwy 001,0.030941972141732776,0,0,0.07479202193890655,14,0.032327154757933275,-0.001385182616200499
W02000028,2025,Conwy 002,0.02925327031561798,0,0,0.07479202193890655,20,0.029931668457562125,-6.783981419441441e-4
W02000029,2025,Conwy 003,0.0265525133457321,0,0,0.07479202193890655,16,0.02634619750142922,2.0631584430287966e-4
W02000030,2025,Conwy 004,0.026807588039326393,0,0,0.07479202193890655,16,0.026788037780888934,1.9550258437459056e-5
W02000031,2025,Conwy 005,0.03131278423163712,0,0,0.07479202193890655,14,0.03147221264400792,-1.5942841237080035e-4
W02000032,2025,Conwy 006,0.027394059605566456,0,0,0.07479202193890655,13,0.02779358468358006,-3.995250780136038e-4
W02000033,2025,Conwy 007,0.03467288396421919,0,0,0.07479202193890655,23,0.03407940430762571,5.934796565934819e-4
W02000034,2025,Conwy 008,0.031045057433962846,0,0,0.07479202193890655,17,0.03114535480855568,-1.0029737459283511e-4
W02000035,2025,Conwy 009,0.032267571898804685,0,0,0.07479202193890655,20,0.0325831929870761,-3.1562108827141305e-4
W02000036,2025,Conwy 010,0.0306804050940228,0.016406394802594895,2.750716332131954e-4,2.750716332131954e-4,25,0.031439436425756744,-7.590313317339427e-4
W02000037,2025,Conwy 011,0.03206412204677162,0,0,0.07479202193890655,13,0.032692809461342724,-6.286874145711024e-4
W02000038,2025,Conwy 012,0.030238549884026345,0,0,0.07479202193890655,20,0.029793970067261658,4.4457981676468764e-4
W02000039,2025,Conwy 013,0.03123827009758223,0,0,0.07479202193890655,16,0.03163413572901628,-3.958656314340496e-4
W02000040,2025,Conwy 014,0.030663525484920406,0,0,0.07479202193890655,10,0.03142284305972331,-7.593175748029021e-4
W02000041,2025,Conwy 015,0.030732775233108862,0,0,0.07479202193890655,14,0.03076865034904115,-3.587511593228926e-5
W02000042,2025,Denbighshire 001,0.034618366625836935,0.011409903941683026,1.366089420114274e-4,1.366089420114274e-4,21,0.03467072051425497,-5.2353888418031624e-5
W02000043,2025,Denbighshire 002,0.037115198551001906,0.05590147431791979,0.0030717987100213,0.0030717987100213,16,0.03735886946946978,-2.436709184678726e-4
W02000044,2025,Denbighshire 003,0.033512214032619475,0.28778703958949137,0.04685027116122833,0.04685027116122833,15,0.03372542397317666,-2.1320994055718662e-4
W02000045,2025,Denbighshire 004,0.03851026166460788,0,0,0.07479202193890655,15,0.039926582555951363,-0.0014163208913434838
W02000047,2025,Denbighshire 006,0.040595899184262964,0,0,0.07479202193890655,16,0.04094310263126453,-3.47203447001565e-4
W02000049,2025,Denbighshire 008,0.03528765405939195,0.13333559387388905,0.01517872795562004,0.01517872795562004,14,0.036072485100062016,-7.848310406700643e-4
W02000050,2025,Denbighshire 009,0.032785452295182586,0,0,0.07479202193890655,16,0.03209674117115775,6.887111240248336e-4
W02000051,2025,Denbighshire 010,0.03272544781174369,0.015601567958698652,2.51871857794326e-4,2.51871857794326e-4,21,0.033085764448171816,-3.603166364281249e-4
W02000052,2025,Denbighshire 011,0.03896716967128641,0.07132945149011996,0.004933998248317695,0.004933998248317695,13,0.0390454584609547,-7.828878966829184e-5
W02000053,2025,Denbighshire 012,0.033369360303600624,0.13524819564683765,0.01491187366615745,0.01491187366615745,16,0.034419235280421255,-0.0010498749768206306
W02000054,2025,Denbighshire 013,0.03391276465887332,0.2025524872712724,0.02347122506149622,0.02347122506149622,17,0.03431538675473781,-4.0262209586448827e-4
W02000055,2025,Denbighshire 014,0.03890941280446675,0.22268672778021087,0.021899706850857414,0.021899706850857414,19,0.03968362650652618,-7.742137020594342e-4
W02000056,2025,Denbighshire 015,0.03394659677040489,0.19736863784948616,0.027886389918139187,0.027886389918139187,14,0.03490147840505345,-9.548816346485606e-4
W02000057,2025,Denbighshire 016,0.033045014218167336,0,0,0.07479202193890655,11,0.03313543264733784,-9.041842917050652e-5
W02000058,2025,Flintshire 001,0.036810253298667786,0.10555151079286637,0.005312599386606862,0.005312599386606862,20,0.03553372722560779,0.0012765260730599956
W02000059,2025,Flintshire 002,0.03419783511465997,0,0,0.07479202193890655,16,0.03491706450755422,-7.192293928942467e-4
W02000060,2025,Flintshire 003,0.03710759003672187,0,0,0.07479202193890655,15,0.03708044040532871,2.7149631393164064e-5
W02000061,2025,Flintshire 004,0.042253504962531614,0.04318272234312543,0.0018739412179948972,0.0018739412179948972,18,0.04189523934594694,3.5826561658467565e-4
W02000062,2025,Flintshire 005,0.03447662148869423,0,0,0.07479202193890655,14,0.03404333909235856,4.332823963356727e-4
W02000063,2025,Flintshire 006,0.03162701986291685,0,0,0.07479202193890655,13,0.03142841634793111,1.9860351498574014e-4
W02000064,2025,Flintshire 007,0.04025192173610923,0,0,0.07479202193890655,17,0.04032999305576712,-7.807131965788944e-5
W02000065,2025,Flintshire 008,0.038792911638528514,0.202974468907828,0.029315689280194582,0.029315689280194582,11,0.03877650430908265,1.6407329445862484e-5
W02000066,2025,Flintshire 009,0.03973629356719333,0,0,0.07479202193890655,16,0.04095218444869366,-0.0012158908815003283
W02000067,2025,Flintshire 010,0.034771892236714654,0,0,0.07479202193890655,16,0.034164846678314556,6.070455584000975e-4
W02000068,2025,Flintshire 011,0.042238592600763375,0.3107597068175071,0.03653694367958951,0.03653694367958951,11,0.04106258811437845,0.0011760044863849267
W02000069,2025,Flintshire 012,0.03347071186922408,0,0,0.07479202193890655,19,0.03264206739928127,8.286444699428103e-4
W02000070,2025,Flintshire 013,0.03552339288589223,0.2573864883803145,0.04217257592665104,0.04217257592665104,11,0.03488966645417985,6.337264317123753e-4
W02000071,2025,Flintshire 014,0.03403783142266723,0.019366670161967994,3.9417229861804715e-4,3.9417229861804715e-4,20,0.03347936069126703,5.584707314002027e-4
W02000072,2025,Flintshire 015,0.03878540472161773,0,0,0.07479202193890655,18,0.03842301118930209,3.6239353231564547e-4
W02000073,2025,Flintshire 016,0.03512191141435125,0,0,0.07479202193890655,16,0.03525909084626063,-1.3717943190937748e-4
W02000074,2025,Flintshire 017,0.03565444748664752,0,0,0.07479202193890655,21,0.03530548734096413,3.489601456833913e-4
W02000075,2025,Flintshire 018,0.03468299471577227,0,0,0.07479202193890655,13,0.034699858857644525,-1.6864141872255378e-5
W02000076,2025,Flintshire 019,0.03406026661004326,0,0,0.07479202193890655,10,0.03288552580735717,0.0011747408026860848
W02000077,2025,Flintshire 020,0.035136053128860895,0,0,0.07479202193890655,9,0.03417891634635304,9.571367825078544e-4
W02000080,2025,Wrexham 003,0.03784282984610146,0,0,0.07479202193890655,13,0.03874331420413387,-9.004843580324093e-4
W02000081,2025,Wrexham 004,0.03767072063560442,0,0,0.07479202193890655,17,0.03772650179025929,-5.5781154654870047e-5
W02000082,2025,Wrexham 005,0.0410888150718172,0.03177502374487386,0.0010432901915048702,0.0010432901915048702,16,0.039906074195753406,0.0011827408760637925
W02000083,2025,Wrexham 006,0.03879805104444678,0,0,0.07479202193890655,8,0.03815899433784975,6.390567065970298e-4
W02000085,2025,Wrexham 008,0.03711388691391959,0,0,0.07479202193890655,9,0.03668190250037043,4.319844135491635e-4
W02000087,2025,Wrexham 010,0.056577858739806926,0.18571582270235554,0.016195961556974878,0.016195961556974878,14,0.0559815246150743,5.96334124732624e-4
W02000088,2025,Wrexham 011,0.044160938646026195,0,0,0.07479202193890655,10,0.04357594302930564,5.849956167205544e-4
W02000089,2025,Wrexham 012,0.05111961876940469,0,0,0.07479202193890655,8,0.05092587362903444,1.9374514037025226e-4
W02000090,2025,Wrexham 013,0.03676639901727629,0,0,0.07479202193890655,14,0.037084124917692085,-3.1772590041579535e-4
W02000091,2025,Wrexham 014,0.038122235315409266,0.20395852952915317,0.03016063295451389,0.03016063295451389,13,0.03731028419249652,8.119511229127477e-4
W02000092,2025,Wrexham 015,0.039382040991139455,0,0,0.07479202193890655,8,0.03902592446143284,3.5611652970661545e-4
W02000093,2025,Wrexham 016,0.03753001369445834,0.03134304309810053,0.00103385242345525,0.00103385242345525,13,0.03769491981440719,-1.6490611994884885e-4
W02000094,2025,Wrexham 017,0.038833458730143364,0,0,0.07479202193890655,10,0.03831985915507967,5.135995750636946e-4
W02000095,2025,Wrexham 018,0.03324472759720887,0,0,0.07479202193890655,15,0.033416516798051195,-1.7178920084232746e-4
W02000096,2025,Wrexham 019,0.037004565330596546,0.3287667418960497,0.035616101470749215,0.035616101470749215,13,0.03703749464833712,-3.292931774057095e-5
W02000097,2025,Powys 001,0.03237542586799267,0,0,0.07479202193890655,25,0.031904545799759855,4.7088006823281514e-4
W02000098,2025,Powys 002,0.03126319028642117,0,0,0.07479202193890655,22,0.032172762166346784,-9.095718799256164e-4
W02000099,2025,Powys 003,0.034872663722017715,0,0,0.07479202193890655,31,0.03517505093038962,-3.0238720837190425e-4
W02000100,2025,Powys 004,0.035557616668249484,0.0446688492451941,0.0011391684343799407,0.0011391684343799407,25,0.035935574380274456,-3.779577120249719e-4
W02000101,2025,Powys 005,0.030598988183750765,0,0,0.07479202193890655,26,0.03216264041900581,-0.0015636522352550433
W02000102,2025,Powys 006,0.03387901730795937,0.031084520573306365,9.886640793069067e-4,9.886640793069067e-4,22,0.03401745896390165,-1.384416559422827e-4
W02000103,2025,Powys 007,0.0347161879971273,0.05424423383190538,0.0015753405425751434,0.0015753405425751434,36,0.03378724619403123,9.289418030960714e-4
W02000104,2025,Powys 008,0.03682647622209288,0,0,0.07479202193890655,34,0.03721481215607372,-3.8833593398084065e-4
W02000105,2025,Powys 009,0.043879625549033956,0.05788192243470435,0.0031025955481103593,0.0031025955481103593,34,0.04270279897461665,0.0011768265744173043
W02000106,2025,Powys 010,0.0355863451229805,0.03345615687114829,5.712377411321819e-4,5.712377411321819e-4,37,0.03475948635480754,8.268587681729625e-4
W02000107,2025,Powys 011,0.035979749807179016,0.080041217984629,0.0029660134487555613,0.0029660134487555613,34,0.03539934612734178,5.804036798372353e-4
W02000108,2025,Powys 012,0.03410914638123581,0.056846619024819356,0.0030152513030957773,0.0030152513030957773,31,0.03356171954577508,5.474268354607251e-4
W02000109,2025,Powys 013,0.042523539986926706,0.13599677777762986,0.00614520253132327,0.00614520253132327,35,0.04085602978285682,0.001667510204069883
W02000110,2025,Powys 014,0.036164665459809654,0.029088940230775864,8.445384922974376e-4,8.445384922974376e-4,30,0.035684168487713296,4.8049697209635867e-4
W02000111,2025,Powys 015,0.033925413444463405,0.03669401334704078,0.0013031888409529046,0.0013031888409529046,40,0.0333528165565109,5.725968879525048e-4
W02000113,2025,Powys 017,0.042207553999292505,0.0626057808821755,0.00196127293296178,0.00196127293296178,36,0.04131972667397573,8.878273253167743e-4
W02000114,2025,Powys 018,0.03202235188261914,0.02899635970913261,8.255058876793846e-4,8.255058876793846e-4,34,0.03214639344516207,-1.2404156254292725e-4
W02000116,2025,Ceredigion 001,0.03415848532907656,0,0,0.07479202193890655,28,0.03350678486720038,6.517004618761812e-4
W02000117,2025,Ceredigion 002,0.06380441388744183,0.029861764954578433,8.77573821021147e-4,8.77573821021147e-4,33,0.0621706198827259,0.00163379400471593
W02000118,2025,Ceredigion 003,0.04654972176462375,0.01994216310294762,4.0942102127646023e-4,4.0942102127646023e-4,23,0.04548244037945737,0.0010672813851663812
W02000120,2025,Ceredigion 005,0.03620734727900846,0.04072394979529784,0.0016122134420982997,0.0016122134420982997,31,0.03600438955972571,2.0295771928275502e-4
W02000122,2025,Ceredigion 007,0.037621713804992025,0.07321110912365389,0.0017993028480663897,0.0017993028480663897,36,0.037347716377661495,2.739974273305301e-4
W02000123,2025,Ceredigion 008,0.03983671734268696,0.0436665538210929,0.001191101649431256,0.001191101649431256,21,0.039141583567596304,6.951337750906589e-4
W02000124,2025,Ceredigion 009,0.037348030200006606,0,0,0.07479202193890655,27,0.03630190883006785,0.0010461213699387573
W02000125,2025,Ceredigion 010,0.03487512791638749,0.011724876619354988,1.3964781827584735e-4,1.3964781827584735e-4,37,0.03469495699522522,1.801709211622718e-4
W02000126,2025,Pembrokeshire 001,0.03853963910125397,0.06796726379345756,0.004343709877005913,0.004343709877005913,18,0.037577420074891205,9.622190263627664e-4
W02000127,2025,Pembrokeshire 002,0.03783055346532053,0,0,0.07479202193890655,14,0.037558330616931826,2.722228483887021e-4
W02000128,2025,Pembrokeshire 003,0.03904167743414363,0,0,0.07479202193890655,14,0.037087809922034164,0.001953867512109464
W02000129,2025,Pembrokeshire 004,0.040273776873379644,0.25399211810864486,0.027900550089231764,0.027900550089231764,16,0.04008587820578662,1.8789866759302137e-4
W02000130,2025,Pembrokeshire 005,0.053764668248140884,0.0981238857956411,0.004815320179741089,0.004815320179741089,16,0.05401328032148507,-2.486120733441871e-4
W02000131,2025,Pembrokeshire 006,0.042379366009800655,0,0,0.07479202193890655,13,0.042429779268670156,-5.0413258869501376e-5
W02000132,2025,Pembrokeshire 007,0.03828906803891159,0,0,0.07479202193890655,10,0.036481753532252685,0.0018073145066589066
W02000133,2025,Pembrokeshire 008,0.04431773873493347,0.2724134013050462,0.01967425000089351,0.01967425000089351,14,0.043639177618373756,6.785611165597144e-4
W02000134,2025,Pembrokeshire 009,0.04254885963076931,0.04305623597406316,0.0018247140711127338,0.0018247140711127338,19,0.04149446899035664,0.0010543906404126765
W02000135,2025,Pembrokeshire 010,0.04560388908618369,0,0,0.07479202193890655,16,0.04499598873524995,6.07900350933735e-4
W02000136,2025,Pembrokeshire 011,0.036502548598632355,0.03483827032711878,6.446620506612663e-4,6.446620506612663e-4,24,0.036035546982688384,4.6700161594397105e-4
W02000137,2025,Pembrokeshire 012,0.04852982013172938,0.05836942389591046,0.0033639876188835834,0.0033639876188835834,13,0.047740696992825765,7.891231389036135e-4
W02000138,2025,Pembrokeshire 013,0.0410094905048831,0,0,0.07479202193890655,13,0.04127184493136901,-2.6235442648590845e-4
W02000139,2025,Pembrokeshire 014,0.035658293952963174,0.040022436740227076,0.001605156898299298,0.001605156898299298,20,0.03514109373066308,5.172002223000974e-4
W02000140,2025,Pembrokeshire 015,0.03987357778486422,0,0,0.07479202193890655,14,0.03899318041329777,8.803973715664493e-4
W02000141,2025,Pembrokeshire 016,0.0372597791552814,0,0,0.07479202193890655,16,0.03575089016606573,0.0015088889892156676
W02000142,2025,Carmarthenshire 001,0.03791313351684334,0.08133704743903515,0.006478293857657653,0.006478293857657653,9,0.037915284801948654,-2.1512851053132054e-6
W02000143,2025,Carmarthenshire 002,0.03557496717401507,0,0,0.07479202193890655,7,0.03510821742567612,4.667497483389488e-4
W02000144,2025,Carmarthenshire 003,0.03528135653175045,0,0,0.07479202193890655,18,0.03537873539309349,-9.737886134304069e-5
W02000145,2025,Carmarthenshire 004,0.03400969286202185,0,0,0.07479202193890655,15,0.03301181404547858,9.978788165432712e-4
W02000146,2025,Carmarthenshire 005,0.03520590821296253,0,0,0.07479202193890655,10,0.035083369085960214,1.2253912700231628e-4
W02000147,2025,Carmarthenshire 006,0.04242962791715886,0.04374435846709626,0.0019387817950039681,0.0019387817950039681,12,0.0416562036096689,7.734243074899588e-4
W02000148,2025,Carmarthenshire 007,0.04646526103771829,0.08663419520279785,0.007103991415215202,0.007103991415215202,11,0.04484224756413746,0.0016230134735808269
